allele1,allele2,similarity,overlap
B4501,B1502,nan,0
B4501,B1509,1.0,1
B4501,E0103,1.0,1
B4501,B2706,nan,0
B4501,B1503,0.764705882353,119
B4501,B8101,0.333333333333,9
B4501,A3101,0.903100775194,258
B4501,B2705,0.919117647059,136
B4501,B60,nan,0
B4501,A24,nan,0
B4501,A26,nan,0
B4501,B3701,0.722222222222,18
B4501,B1517,nan,0
B4501,A3215,nan,0
B4501,B4506,1.0,2
B4501,B4501,1.0,574
B4501,B1801,0.776965265082,547
B4501,B5101,0.938461538462,260
B4501,B5401,0.92277992278,259
B4501,A0302,nan,0
B4501,A0301,0.839857651246,281
B4501,A11,0.0,4
B4501,A1,nan,0
B4501,B4002,0.774311926606,545
B4501,A3,nan,0
B4501,A2,0.0,1
B4501,A6802,0.857142857143,280
B4501,A6801,0.883720930233,258
B4501,A3001,0.897435897436,117
B4501,A3002,0.867424242424,264
B4501,Cw1,nan,0
B4501,C0501,nan,0
B4501,C1203,0.0,2
B4501,Cw4,nan,0
B4501,A0319,nan,0
B4501,B5301,0.868725868726,259
B4501,A2601,0.907749077491,271
B4501,A2602,1.0,1
B4501,A2603,nan,0
B4501,A8001,1.0,3
B4501,B4403,0.825,560
B4501,B4402,0.812274368231,554
B4501,B3801,0.913043478261,23
B4501,B4013,nan,0
B1801,C1502,0.625,24
B1801,A2301,0.884450784593,701
B1801,A0217,0.5,2
B1801,A0216,0.918660287081,627
B1801,A0211,0.821538461538,650
B1801,A0210,0.8,10
B1801,A0212,0.865535248042,766
B1801,B51,nan,0
B1801,A0219,0.918518518519,810
B1801,B4001,0.861154446178,1282
B1801,A6901,0.888793103448,1160
B1801,C0401,0.798319327731,119
B1801,B1542,0.780487804878,82
B1801,C0602,0.683760683761,117
B1801,B7301,0.875,48
B1801,B5801,0.863051470588,1088
B1801,B5802,0.857142857143,14
B1801,B0702,0.745654162855,1093
B1801,B3503,0.834710743802,121
B1801,B3501,0.824503311258,906
B1801,A0206,0.737447698745,956
B1801,A0207,0.666666666667,3
B1801,A0204,nan,0
B1801,A0205,0.0,1
B1801,A0202,0.759581881533,287
B1801,A0203,0.859136212625,1505
B1801,A0201,0.807483403742,1657
B1801,C0802,0.666666666667,12
B1801,B3901,0.857890148213,1147
B1801,B7,0.142857142857,7
B1801,B8,nan,0
B1801,B4601,0.96212731668,1241
B1801,B2720,0.0,13
B1801,A6601,0.886363636364,44
B1801,C1402,0.289473684211,38
B1801,B2710,nan,0
B1801,B5201,nan,0
B1801,A0101,0.872807017544,1140
B1801,E0101,0.0,1
B1801,A2402,0.844497607656,418
B1801,A2403,0.874084919473,683
B1801,B1401,0.571428571429,7
B1801,B1402,0.849557522124,113
B1801,A3301,0.883458646617,266
B1801,A3/11,nan,0
B1801,A6823,0.111111111111,9
B1801,B4801,0.894160583942,548
B1801,C0702,0.206896551724,29
B1801,B4201,0.686274509804,102
B1801,B2704,nan,0
B1801,B4202,0.363636363636,11
B1801,B2702,1.0,4
B1801,B2703,0.971391417425,769
B1801,B2701,nan,0
B1801,A7401,0.5,2
B1801,B8301,0.662337662338,77
B1801,A1102,nan,0
B1801,A1101,0.777562862669,1034
B1801,B0803,0.841463414634,328
B1801,B0802,0.875,632
B1801,B0801,0.775247524752,1010
B1801,B5703,0.153846153846,13
B1801,B5702,0.166666666667,6
B1801,B5701,0.896805896806,1628
B1801,A2902,0.876666666667,900
B1801,C0303,0.190476190476,21
B1801,A0250,0.564102564103,39
B1801,A3207,0.3,10
B1801,A2501,0.928660826033,799
B1801,B1501,0.874200426439,1407
B1801,A3201,0.851851851852,81
B1801,B1502,nan,0
B1801,B1509,0.845544554455,505
B1801,E0103,0.5,2
B1801,B2706,nan,0
B1801,B1503,0.763157894737,114
B1801,B8101,0.333333333333,9
B1801,A3101,0.789473684211,969
B1801,B2705,0.842403628118,882
B1801,B60,nan,0
B1801,A24,nan,0
B1801,A26,nan,0
B1801,B3701,0.714285714286,21
B1801,B1517,0.835455435847,1021
B1801,A3215,0.285714285714,7
B1801,B4506,0.768292682927,82
B1801,B4501,0.776965265082,547
B1801,B1801,1.0,2190
B1801,B5101,0.931004366812,1145
B1801,B5401,0.871212121212,264
B1801,A0302,nan,0
B1801,A0301,0.860180412371,1552
B1801,A11,0.0,4
B1801,A1,nan,0
B1801,B4002,0.70705244123,553
B1801,A3,nan,0
B1801,A2,0.0,1
B1801,A6802,0.86084701815,1157
B1801,A6801,0.833333333333,264
B1801,A3001,0.724091520861,743
B1801,A3002,0.854785478548,303
B1801,Cw1,nan,0
B1801,C0501,0.44,25
B1801,C1203,0.0,26
B1801,Cw4,nan,0
B1801,A0319,0.6,10
B1801,B5301,0.864353312303,317
B1801,A2601,0.896009673519,1654
B1801,A2602,0.75572519084,393
B1801,A2603,0.789915966387,357
B1801,A8001,0.929142857143,875
B1801,B4403,0.814946619217,562
B1801,B4402,0.850663716814,904
B1801,B3801,0.896860986547,223
B1801,B4013,0.5,2
B5101,C1502,0.772727272727,22
B5101,A2301,0.944992947814,709
B5101,A0217,0.0,1
B5101,A0216,0.952296819788,566
B5101,A0211,0.888707037643,611
B5101,A0210,1.0,18
B5101,A0212,0.906768837803,783
B5101,B51,nan,0
B5101,A0219,0.958224543081,766
B5101,B4001,0.908163265306,588
B5101,A6901,0.938442211055,796
B5101,C0401,0.897196261682,107
B5101,B1542,0.883116883117,77
B5101,C0602,0.823529411765,102
B5101,B7301,nan,0
B5101,B5801,0.884816753927,573
B5101,B5802,0.928571428571,14
B5101,B0702,0.617304492512,1202
B5101,B3503,0.92125984252,127
B5101,B3501,0.676042677013,1031
B5101,A0206,0.745393634841,597
B5101,A0207,0.666666666667,3
B5101,A0204,nan,0
B5101,A0205,0.0,1
B5101,A0202,0.781767955801,362
B5101,A0203,0.898290598291,1170
B5101,A0201,0.838383838384,1287
B5101,C0802,0.6,15
B5101,B3901,0.939884393064,865
B5101,B7,0.428571428571,7
B5101,B8,nan,0
B5101,B4601,0.970998925886,931
B5101,B2720,0.25,8
B5101,A6601,0.897959183673,49
B5101,C1402,0.222222222222,36
B5101,B2710,nan,0
B5101,B5201,nan,0
B5101,A0101,0.895475819033,641
B5101,E0101,nan,0
B5101,A2402,0.906148867314,309
B5101,A2403,0.952599388379,654
B5101,B1401,0.714285714286,7
B5101,B1402,0.913043478261,115
B5101,A3301,0.914373088685,327
B5101,A3/11,nan,0
B5101,A6823,0.235294117647,17
B5101,B4801,0.971014492754,207
B5101,C0702,0.153846153846,13
B5101,B4201,0.794392523364,107
B5101,B2704,nan,0
B5101,B4202,0.363636363636,11
B5101,B2702,nan,0
B5101,B2703,0.980544747082,771
B5101,B2701,nan,0
B5101,A7401,0.5,2
B5101,B8301,0.676470588235,68
B5101,A1102,nan,0
B5101,A1101,0.839694656489,655
B5101,B0803,1.0,4
B5101,B0802,0.963414634146,164
B5101,B0801,0.766304347826,552
B5101,B5703,0.153846153846,13
B5101,B5702,0.166666666667,6
B5101,B5701,0.937395659432,1198
B5101,A2902,0.845102505695,878
B5101,C0303,0.291666666667,24
B5101,A0250,0.957446808511,47
B5101,A3207,0.2,10
B5101,A2501,0.907032181168,839
B5101,B1501,0.822355289421,1002
B5101,A3201,0.89156626506,83
B5101,B1502,nan,0
B5101,B1509,0.966480446927,179
B5101,E0103,nan,0
B5101,B2706,nan,0
B5101,B1503,0.785714285714,112
B5101,B8101,0.333333333333,9
B5101,A3101,0.853989813243,589
B5101,B2705,0.928251121076,446
B5101,B60,nan,0
B5101,A24,nan,0
B5101,A26,nan,0
B5101,B3701,0.625,16
B5101,B1517,0.908827785818,691
B5101,A3215,0.5,14
B5101,B4506,0.87012987013,77
B5101,B4501,0.938461538462,260
B5101,B1801,0.931004366812,1145
B5101,B5101,1.0,2031
B5101,B5401,0.84604519774,708
B5101,A0302,nan,0
B5101,A0301,0.906151419558,1268
B5101,A11,0.0,4
B5101,A1,nan,0
B5101,B4002,0.876404494382,267
B5101,A3,nan,0
B5101,A2,0.0,1
B5101,A6802,0.909392265193,905
B5101,A6801,0.839762611276,337
B5101,A3001,0.813602015113,397
B5101,A3002,0.84,325
B5101,Cw1,nan,0
B5101,C0501,0.4,30
B5101,C1203,0.178571428571,28
B5101,Cw4,nan,0
B5101,A0319,0.714285714286,7
B5101,B5301,0.77723378213,817
B5101,A2601,0.89756097561,1230
B5101,A2602,0.0384615384615,52
B5101,A2603,0.0,14
B5101,A8001,0.907828282828,792
B5101,B4403,0.919117647059,272
B5101,B4402,0.934782608696,414
B5101,B3801,0.977900552486,181
B5101,B4013,0.4,5
B5401,C1502,nan,0
B5401,A2301,0.88,275
B5401,A0217,nan,0
B5401,A0216,0.5,4
B5401,A0211,0.5,8
B5401,A0210,nan,0
B5401,A0212,0.4,5
B5401,B51,nan,0
B5401,A0219,0.5,6
B5401,B4001,0.893772893773,273
B5401,A6901,0.756097560976,41
B5401,C0401,0.75,4
B5401,B1542,0.75,4
B5401,C0602,0.814814814815,81
B5401,B7301,nan,0
B5401,B5801,0.830115830116,259
B5401,B5802,0.928571428571,14
B5401,B0702,0.70297029703,707
B5401,B3503,0.929133858268,127
B5401,B3501,0.739436619718,710
B5401,A0206,0.801104972376,362
B5401,A0207,0.666666666667,3
B5401,A0204,nan,0
B5401,A0205,0.0,1
B5401,A0202,0.770308123249,357
B5401,A0203,0.792817679558,362
B5401,A0201,0.787465940054,367
B5401,C0802,0.6,5
B5401,B3901,1.0,8
B5401,B7,0.142857142857,7
B5401,B8,nan,0
B5401,B4601,0.777777777778,18
B5401,B2720,nan,0
B5401,A6601,0.75,4
B5401,C1402,0.0,2
B5401,B2710,nan,0
B5401,B5201,nan,0
B5401,A0101,0.918088737201,293
B5401,E0101,nan,0
B5401,A2402,0.899641577061,279
B5401,A2403,1.0,1
B5401,B1401,0.714285714286,7
B5401,B1402,0.854838709677,62
B5401,A3301,0.904024767802,323
B5401,A3/11,nan,0
B5401,A6823,1.0,1
B5401,B4801,0.6,5
B5401,C0702,0.0,2
B5401,B4201,0.841121495327,107
B5401,B2704,nan,0
B5401,B4202,0.363636363636,11
B5401,B2702,nan,0
B5401,B2703,1.0,1
B5401,B2701,nan,0
B5401,A7401,0.5,2
B5401,B8301,0.666666666667,3
B5401,A1102,nan,0
B5401,A1101,0.795321637427,342
B5401,B0803,nan,0
B5401,B0802,0.4,5
B5401,B0801,0.787878787879,264
B5401,B5703,0.153846153846,13
B5401,B5702,0.166666666667,6
B5401,B5701,0.850622406639,241
B5401,A2902,0.871794871795,273
B5401,C0303,0.5,2
B5401,A0250,1.0,1
B5401,A3207,nan,0
B5401,A2501,0.5,2
B5401,B1501,0.655555555556,180
B5401,A3201,0.853658536585,82
B5401,B1502,nan,0
B5401,B1509,0.6,5
B5401,E0103,nan,0
B5401,B2706,nan,0
B5401,B1503,0.758928571429,112
B5401,B8101,0.333333333333,9
B5401,A3101,0.829268292683,328
B5401,B2705,0.855263157895,152
B5401,B60,nan,0
B5401,A24,nan,0
B5401,A26,nan,0
B5401,B3701,0.5,8
B5401,B1517,0.75,4
B5401,A3215,1.0,1
B5401,B4506,0.75,4
B5401,B4501,0.92277992278,259
B5401,B1801,0.871212121212,264
B5401,B5101,0.84604519774,708
B5401,B5401,1.0,721
B5401,A0302,nan,0
B5401,A0301,0.797653958944,341
B5401,A11,0.0,4
B5401,A1,nan,0
B5401,B4002,0.861538461538,260
B5401,A3,nan,0
B5401,A2,0.0,1
B5401,A6802,0.867605633803,355
B5401,A6801,0.825825825826,333
B5401,A3001,0.773333333333,150
B5401,A3002,0.81914893617,282
B5401,Cw1,nan,0
B5401,C0501,0.5,4
B5401,C1203,0.25,4
B5401,Cw4,nan,0
B5401,A0319,nan,0
B5401,B5301,0.726890756303,714
B5401,A2601,0.894545454545,275
B5401,A2602,1.0,1
B5401,A2603,nan,0
B5401,A8001,1.0,3
B5401,B4403,0.901515151515,264
B5401,B4402,0.882575757576,264
B5401,B3801,0.833333333333,24
B5401,B4013,nan,0
A0302,C1502,nan,0
A0302,A2301,nan,0
A0302,A0217,nan,0
A0302,A0216,nan,0
A0302,A0211,nan,0
A0302,A0210,nan,0
A0302,A0212,nan,0
A0302,B51,nan,0
A0302,A0219,nan,0
A0302,B4001,nan,0
A0302,A6901,nan,0
A0302,C0401,nan,0
A0302,B1542,nan,0
A0302,C0602,nan,0
A0302,B7301,nan,0
A0302,B5801,nan,0
A0302,B5802,nan,0
A0302,B0702,nan,0
A0302,B3503,nan,0
A0302,B3501,nan,0
A0302,A0206,nan,0
A0302,A0207,nan,0
A0302,A0204,nan,0
A0302,A0205,nan,0
A0302,A0202,nan,0
A0302,A0203,nan,0
A0302,A0201,0.5,4
A0302,C0802,nan,0
A0302,B3901,nan,0
A0302,B7,nan,0
A0302,B8,nan,0
A0302,B4601,nan,0
A0302,B2720,nan,0
A0302,A6601,nan,0
A0302,C1402,nan,0
A0302,B2710,nan,0
A0302,B5201,nan,0
A0302,A0101,0.4,5
A0302,E0101,nan,0
A0302,A2402,nan,0
A0302,A2403,nan,0
A0302,B1401,nan,0
A0302,B1402,nan,0
A0302,A3301,nan,0
A0302,A3/11,nan,0
A0302,A6823,nan,0
A0302,B4801,nan,0
A0302,C0702,nan,0
A0302,B4201,nan,0
A0302,B2704,nan,0
A0302,B4202,nan,0
A0302,B2702,nan,0
A0302,B2703,nan,0
A0302,B2701,nan,0
A0302,A7401,nan,0
A0302,B8301,nan,0
A0302,A1102,0.857142857143,7
A0302,A1101,1.0,2
A0302,B0803,nan,0
A0302,B0802,nan,0
A0302,B0801,nan,0
A0302,B5703,nan,0
A0302,B5702,nan,0
A0302,B5701,nan,0
A0302,A2902,nan,0
A0302,C0303,nan,0
A0302,A0250,nan,0
A0302,A3207,nan,0
A0302,A2501,nan,0
A0302,B1501,nan,0
A0302,A3201,nan,0
A0302,B1502,nan,0
A0302,B1509,nan,0
A0302,E0103,nan,0
A0302,B2706,nan,0
A0302,B1503,nan,0
A0302,B8101,nan,0
A0302,A3101,nan,0
A0302,B2705,nan,0
A0302,B60,nan,0
A0302,A24,nan,0
A0302,A26,nan,0
A0302,B3701,nan,0
A0302,B1517,nan,0
A0302,A3215,nan,0
A0302,B4506,nan,0
A0302,B4501,nan,0
A0302,B1801,nan,0
A0302,B5101,nan,0
A0302,B5401,nan,0
A0302,A0302,1.0,18
A0302,A0301,nan,0
A0302,A11,nan,0
A0302,A1,nan,0
A0302,B4002,nan,0
A0302,A3,0.0,1
A0302,A2,nan,0
A0302,A6802,nan,0
A0302,A6801,nan,0
A0302,A3001,nan,0
A0302,A3002,nan,0
A0302,Cw1,nan,0
A0302,C0501,nan,0
A0302,C1203,nan,0
A0302,Cw4,nan,0
A0302,A0319,nan,0
A0302,B5301,nan,0
A0302,A2601,nan,0
A0302,A2602,nan,0
A0302,A2603,nan,0
A0302,A8001,nan,0
A0302,B4403,nan,0
A0302,B4402,nan,0
A0302,B3801,nan,0
A0302,B4013,nan,0
A0301,C1502,0.588235294118,34
A0301,A2301,0.877128953771,822
A0301,A0217,0.333333333333,3
A0301,A0216,0.885630498534,682
A0301,A0211,0.76501305483,766
A0301,A0210,1.0,13
A0301,A0212,0.807916181607,859
A0301,B51,nan,0
A0301,A0219,0.886313465784,906
A0301,B4001,0.850715746421,1956
A0301,A6901,0.847933070866,2032
A0301,C0401,0.796052631579,152
A0301,B1542,0.735294117647,102
A0301,C0602,0.661290322581,124
A0301,B7301,0.879310344828,58
A0301,B5801,0.834889434889,2035
A0301,B5802,0.857142857143,14
A0301,B0702,0.755006986493,2147
A0301,B3503,0.798449612403,129
A0301,B3501,0.713800135962,1471
A0301,A0206,0.624807395994,1298
A0301,A0207,0.8,5
A0301,A0204,nan,0
A0301,A0205,0.625,8
A0301,A0202,0.6224,625
A0301,A0203,0.773828756058,1857
A0301,A0201,0.776676577469,3027
A0301,C0802,0.48,25
A0301,B3901,0.847161572052,1145
A0301,B7,0.125,8
A0301,B8,1.0,1
A0301,B4601,0.90851513019,1421
A0301,B2720,0.25,8
A0301,A6601,0.916666666667,60
A0301,C1402,0.259259259259,54
A0301,B2710,1.0,1
A0301,B5201,nan,0
A0301,A0101,0.834013605442,2205
A0301,E0101,nan,0
A0301,A2402,0.822766570605,694
A0301,A2403,0.846322722283,911
A0301,B1401,0.55,40
A0301,B1402,0.756756756757,148
A0301,A3301,0.612849162011,1790
A0301,A3/11,nan,0
A0301,A6823,0.277777777778,18
A0301,B4801,0.843642611684,582
A0301,C0702,0.241379310345,29
A0301,B4201,0.657142857143,105
A0301,B2704,1.0,1
A0301,B4202,0.363636363636,11
A0301,B2702,1.0,2
A0301,B2703,0.958385876419,793
A0301,B2701,1.0,1
A0301,A7401,0.0,2
A0301,B8301,0.537634408602,93
A0301,A1102,nan,0
A0301,A1101,0.854851031322,3927
A0301,B0803,0.651982378855,227
A0301,B0802,0.820851688693,681
A0301,B0801,0.783659378596,1738
A0301,B5703,0.133333333333,15
A0301,B5702,0.142857142857,7
A0301,B5701,0.858676207513,1677
A0301,A2902,0.860671936759,1012
A0301,C0303,0.257142857143,35
A0301,A0250,0.37,100
A0301,A3207,0.466666666667,15
A0301,A2501,0.889290012034,831
A0301,B1501,0.78909382518,2494
A0301,A3201,0.808080808081,99
A0301,B1502,0.340909090909,44
A0301,B1509,0.894837476099,523
A0301,E0103,0.666666666667,3
A0301,B2706,1.0,1
A0301,B1503,0.719178082192,146
A0301,B8101,0.333333333333,9
A0301,A3101,0.772144688123,3511
A0301,B2705,0.868172268908,1904
A0301,B60,nan,0
A0301,A24,nan,0
A0301,A26,nan,0
A0301,B3701,0.708333333333,24
A0301,B1517,0.76669893514,1033
A0301,A3215,0.384615384615,13
A0301,B4506,0.735294117647,102
A0301,B4501,0.839857651246,281
A0301,B1801,0.860180412371,1552
A0301,B5101,0.906151419558,1268
A0301,B5401,0.797653958944,341
A0301,A0302,nan,0
A0301,A0301,1.0,5231
A0301,A11,0.833333333333,24
A0301,A1,1.0,1
A0301,B4002,0.80223880597,268
A0301,A3,nan,0
A0301,A2,0.0,1
A0301,A6802,0.764490095378,1363
A0301,A6801,0.664907651715,1895
A0301,A3001,0.86914600551,1452
A0301,A3002,0.815189873418,395
A0301,Cw1,nan,0
A0301,C0501,0.422222222222,45
A0301,C1203,0.116279069767,43
A0301,Cw4,nan,0
A0301,A0319,0.625,8
A0301,B5301,0.794416243655,394
A0301,A2601,0.847493627867,2354
A0301,A2602,0.525252525253,297
A0301,A2603,0.627530364372,247
A0301,A8001,0.924764890282,957
A0301,B4403,0.838028169014,284
A0301,B4402,0.902091254753,1052
A0301,B3801,0.947955390335,269
A0301,B4013,0.2,5
A11,C1502,nan,0
A11,A2301,0.0,4
A11,A0217,nan,0
A11,A0216,nan,0
A11,A0211,nan,0
A11,A0210,nan,0
A11,A0212,nan,0
A11,B51,nan,0
A11,A0219,nan,0
A11,B4001,0.0,4
A11,A6901,nan,0
A11,C0401,nan,0
A11,B1542,nan,0
A11,C0602,0.0,1
A11,B7301,nan,0
A11,B5801,0.0,4
A11,B5802,nan,0
A11,B0702,0.0,4
A11,B3503,0.0,1
A11,B3501,0.0,4
A11,A0206,0.0,5
A11,A0207,nan,0
A11,A0204,nan,0
A11,A0205,nan,0
A11,A0202,0.0,5
A11,A0203,0.0,5
A11,A0201,0.0,5
A11,C0802,nan,0
A11,B3901,nan,0
A11,B7,nan,0
A11,B8,nan,0
A11,B4601,nan,0
A11,B2720,nan,0
A11,A6601,nan,0
A11,C1402,nan,0
A11,B2710,nan,0
A11,B5201,nan,0
A11,A0101,0.0,4
A11,E0101,nan,0
A11,A2402,0.0,4
A11,A2403,nan,0
A11,B1401,nan,0
A11,B1402,nan,0
A11,A3301,0.52380952381,21
A11,A3/11,nan,0
A11,A6823,nan,0
A11,B4801,nan,0
A11,C0702,nan,0
A11,B4201,0.0,1
A11,B2704,nan,0
A11,B4202,nan,0
A11,B2702,nan,0
A11,B2703,nan,0
A11,B2701,nan,0
A11,A7401,nan,0
A11,B8301,nan,0
A11,A1102,nan,0
A11,A1101,0.916666666667,24
A11,B0803,nan,0
A11,B0802,nan,0
A11,B0801,0.0,4
A11,B5703,nan,0
A11,B5702,nan,0
A11,B5701,0.0,4
A11,A2902,0.25,4
A11,C0303,nan,0
A11,A0250,nan,0
A11,A3207,nan,0
A11,A2501,nan,0
A11,B1501,0.0,2
A11,A3201,0.0,1
A11,B1502,nan,0
A11,B1509,nan,0
A11,E0103,nan,0
A11,B2706,nan,0
A11,B1503,0.0,1
A11,B8101,nan,0
A11,A3101,0.583333333333,24
A11,B2705,0.0,1
A11,B60,nan,0
A11,A24,nan,0
A11,A26,nan,0
A11,B3701,nan,0
A11,B1517,nan,0
A11,A3215,nan,0
A11,B4506,nan,0
A11,B4501,0.0,4
A11,B1801,0.0,4
A11,B5101,0.0,4
A11,B5401,0.0,4
A11,A0302,nan,0
A11,A0301,0.833333333333,24
A11,A11,1.0,31
A11,A1,nan,0
A11,B4002,0.0,4
A11,A3,nan,0
A11,A2,nan,0
A11,A6802,0.0,5
A11,A6801,0.590909090909,22
A11,A3001,0.5,2
A11,A3002,0.25,4
A11,Cw1,nan,0
A11,C0501,nan,0
A11,C1203,nan,0
A11,Cw4,nan,0
A11,A0319,nan,0
A11,B5301,0.0,4
A11,A2601,0.0,4
A11,A2602,nan,0
A11,A2603,nan,0
A11,A8001,nan,0
A11,B4403,0.0,4
A11,B4402,0.0,4
A11,B3801,nan,0
A11,B4013,nan,0
A1,C1502,nan,0
A1,A2301,nan,0
A1,A0217,nan,0
A1,A0216,nan,0
A1,A0211,nan,0
A1,A0210,nan,0
A1,A0212,nan,0
A1,B51,nan,0
A1,A0219,nan,0
A1,B4001,nan,0
A1,A6901,nan,0
A1,C0401,nan,0
A1,B1542,nan,0
A1,C0602,nan,0
A1,B7301,nan,0
A1,B5801,nan,0
A1,B5802,nan,0
A1,B0702,nan,0
A1,B3503,nan,0
A1,B3501,nan,0
A1,A0206,nan,0
A1,A0207,nan,0
A1,A0204,nan,0
A1,A0205,nan,0
A1,A0202,nan,0
A1,A0203,nan,0
A1,A0201,0.0,1
A1,C0802,nan,0
A1,B3901,nan,0
A1,B7,nan,0
A1,B8,1.0,1
A1,B4601,nan,0
A1,B2720,nan,0
A1,A6601,nan,0
A1,C1402,nan,0
A1,B2710,nan,0
A1,B5201,nan,0
A1,A0101,nan,0
A1,E0101,nan,0
A1,A2402,nan,0
A1,A2403,nan,0
A1,B1401,nan,0
A1,B1402,nan,0
A1,A3301,nan,0
A1,A3/11,nan,0
A1,A6823,nan,0
A1,B4801,nan,0
A1,C0702,nan,0
A1,B4201,nan,0
A1,B2704,nan,0
A1,B4202,nan,0
A1,B2702,nan,0
A1,B2703,nan,0
A1,B2701,nan,0
A1,A7401,nan,0
A1,B8301,nan,0
A1,A1102,nan,0
A1,A1101,nan,0
A1,B0803,nan,0
A1,B0802,nan,0
A1,B0801,nan,0
A1,B5703,nan,0
A1,B5702,nan,0
A1,B5701,nan,0
A1,A2902,nan,0
A1,C0303,nan,0
A1,A0250,nan,0
A1,A3207,nan,0
A1,A2501,nan,0
A1,B1501,nan,0
A1,A3201,nan,0
A1,B1502,nan,0
A1,B1509,nan,0
A1,E0103,nan,0
A1,B2706,nan,0
A1,B1503,nan,0
A1,B8101,nan,0
A1,A3101,nan,0
A1,B2705,nan,0
A1,B60,nan,0
A1,A24,nan,0
A1,A26,nan,0
A1,B3701,nan,0
A1,B1517,nan,0
A1,A3215,nan,0
A1,B4506,nan,0
A1,B4501,nan,0
A1,B1801,nan,0
A1,B5101,nan,0
A1,B5401,nan,0
A1,A0302,nan,0
A1,A0301,1.0,1
A1,A11,nan,0
A1,A1,1.0,1
A1,B4002,nan,0
A1,A3,nan,0
A1,A2,nan,0
A1,A6802,nan,0
A1,A6801,nan,0
A1,A3001,nan,0
A1,A3002,nan,0
A1,Cw1,nan,0
A1,C0501,nan,0
A1,C1203,nan,0
A1,Cw4,nan,0
A1,A0319,nan,0
A1,B5301,nan,0
A1,A2601,nan,0
A1,A2602,nan,0
A1,A2603,nan,0
A1,A8001,nan,0
A1,B4403,nan,0
A1,B4402,nan,0
A1,B3801,nan,0
A1,B4013,nan,0
B4002,C1502,nan,0
B4002,A2301,0.844357976654,257
B4002,A0217,nan,0
B4002,A0216,0.333333333333,3
B4002,A0211,0.4,5
B4002,A0210,nan,0
B4002,A0212,0.5,4
B4002,B51,nan,0
B4002,A0219,0.4,5
B4002,B4001,0.790322580645,558
B4002,A6901,0.793103448276,29
B4002,C0401,1.0,2
B4002,B1542,1.0,2
B4002,C0602,0.7625,80
B4002,B7301,nan,0
B4002,B5801,0.80078125,256
B4002,B5802,0.928571428571,14
B4002,B0702,0.773234200743,269
B4002,B3503,0.803278688525,122
B4002,B3501,0.793357933579,271
B4002,A0206,0.792857142857,280
B4002,A0207,0.666666666667,3
B4002,A0204,nan,0
B4002,A0205,0.0,1
B4002,A0202,0.747330960854,281
B4002,A0203,0.775800711744,281
B4002,A0201,0.774305555556,288
B4002,C0802,1.0,2
B4002,B3901,1.0,4
B4002,B7,0.333333333333,3
B4002,B8,nan,0
B4002,B4601,0.769230769231,13
B4002,B2720,nan,0
B4002,A6601,0.0,1
B4002,C1402,nan,0
B4002,B2710,nan,0
B4002,B5201,nan,0
B4002,A0101,0.885608856089,271
B4002,E0101,nan,0
B4002,A2402,0.852830188679,265
B4002,A2403,1.0,1
B4002,B1401,0.571428571429,7
B4002,B1402,0.764705882353,68
B4002,A3301,0.885496183206,262
B4002,A3/11,nan,0
B4002,A6823,nan,0
B4002,B4801,nan,0
B4002,C0702,0.0,1
B4002,B4201,0.647058823529,102
B4002,B2704,nan,0
B4002,B4202,0.363636363636,11
B4002,B2702,nan,0
B4002,B2703,1.0,1
B4002,B2701,nan,0
B4002,A7401,0.5,2
B4002,B8301,0.5,2
B4002,A1102,nan,0
B4002,A1101,0.809701492537,268
B4002,B0803,nan,0
B4002,B0802,1.0,1
B4002,B0801,0.741803278689,244
B4002,B5703,0.142857142857,14
B4002,B5702,0.166666666667,6
B4002,B5701,0.796610169492,236
B4002,A2902,0.835205992509,267
B4002,C0303,0.0,1
B4002,A0250,1.0,1
B4002,A3207,nan,0
B4002,A2501,0.777777777778,9
B4002,B1501,0.784722222222,144
B4002,A3201,0.846153846154,78
B4002,B1502,nan,0
B4002,B1509,1.0,1
B4002,E0103,nan,0
B4002,B2706,nan,0
B4002,B1503,0.761061946903,113
B4002,B8101,0.333333333333,9
B4002,A3101,0.838345864662,266
B4002,B2705,0.84496124031,129
B4002,B60,nan,0
B4002,A24,nan,0
B4002,A26,nan,0
B4002,B3701,0.6875,16
B4002,B1517,nan,0
B4002,A3215,nan,0
B4002,B4506,1.0,2
B4002,B4501,0.774311926606,545
B4002,B1801,0.70705244123,553
B4002,B5101,0.876404494382,267
B4002,B5401,0.861538461538,260
B4002,A0302,nan,0
B4002,A0301,0.80223880597,268
B4002,A11,0.0,4
B4002,A1,nan,0
B4002,B4002,1.0,572
B4002,A3,nan,0
B4002,A2,0.0,1
B4002,A6802,0.802083333333,288
B4002,A6801,0.828244274809,262
B4002,A3001,0.815789473684,114
B4002,A3002,0.821011673152,257
B4002,Cw1,nan,0
B4002,C0501,nan,0
B4002,C1203,0.0,2
B4002,Cw4,nan,0
B4002,A0319,nan,0
B4002,B5301,0.812734082397,267
B4002,A2601,0.86328125,256
B4002,A2602,1.0,1
B4002,A2603,nan,0
B4002,A8001,1.0,2
B4002,B4403,0.749552772809,559
B4002,B4402,0.745487364621,554
B4002,B3801,0.619047619048,21
B4002,B4013,nan,0
A3,C1502,nan,0
A3,A2301,nan,0
A3,A0217,nan,0
A3,A0216,nan,0
A3,A0211,nan,0
A3,A0210,nan,0
A3,A0212,nan,0
